Price,Close,High,Low,Open,Volume
Ticker,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR
Date,,,,,
2019-04-18,4715.5634765625,4736.9423828125,4647.56494140625,4648.7470703125,11798276027
2019-04-19,4716.388671875,4745.77099609375,4657.02978515625,4715.54833984375,12254008323
2019-04-20,4746.6884765625,4765.0107421875,4709.3330078125,4716.6982421875,11711043211
2019-04-21,4726.6005859375,4766.28662109375,4674.64208984375,4744.90380859375,12212731492
2019-04-22,4795.59765625,4816.10546875,4699.21923828125,4724.68310546875,12968847994
2019-04-23,4964.70703125,5023.04150390625,4790.3115234375,4795.59765625,14137009893
2019-04-24,4899.6572265625,5035.35546875,4858.919921875,4963.701171875,15284823497
2019-04-25,4678.54296875,4978.44287109375,4653.1171875,4901.1435546875,13765122793
2019-04-26,4732.40771484375,4833.0771484375,4649.9912109375,4678.353515625,15070373647
2019-04-27,4722.16943359375,4760.22705078125,4691.43115234375,4732.51806640625,11752133720
2019-04-28,4740.140625,4771.13232421875,4714.505859375,4725.2666015625,11498007295
2019-04-29,4690.7919921875,4758.27001953125,4664.009765625,4739.8466796875,12278635854
2019-04-30,4771.25927734375,4782.4326171875,4658.42578125,4691.55615234375,12375914347
2019-05-01,4823.61962890625,4817.5537109375,4767.23388671875,4770.99853515625,12213315362
2019-05-02,4927.24560546875,4938.7470703125,4813.427734375,4823.375,13106836445
2019-05-03,5147.04443359375,5258.2412109375,4912.9345703125,4927.52978515625,16704551999
2019-05-04,5203.15087890625,5252.875,5037.4521484375,5147.859375,15675730777
2019-05-05,5181.74609375,5205.5556640625,5091.224609375,5203.0625,13240072049
2019-05-06,5130.1748046875,5178.90185546875,5053.33935546875,5177.91259765625,14048573270
2019-05-07,5209.4990234375,5354.23388671875,5125.35546875,5129.09619140625,16109192274
2019-05-08,5342.5498046875,5349.60400390625,5178.43017578125,5227.39501953125,13681852074
2019-05-09,5503.88232421875,5510.9736328125,5342.40576171875,5342.40576171875,14961581150
2019-05-10,5678.451171875,5727.32470703125,5486.54931640625,5504.837890625,17287573052
2019-05-11,6413.68798828125,6527.83935546875,5675.64697265625,5679.1796875,25697903986
2019-05-12,6205.3828125,6679.94677734375,6066.27490234375,6412.5625,24718155882
2019-05-13,6958.033203125,7169.19091796875,6140.2646484375,6204.32080078125,25533251460
2019-05-14,7134.91259765625,7357.6494140625,6867.75927734375,6951.3984375,28587654704
2019-05-15,7321.37255859375,7334.35791015625,7043.24658203125,7130.71630859375,25291111829
2019-05-16,7057.22265625,7424.99609375,6916.6083984375,7311.98583984375,29685603684
2019-05-17,6578.51513671875,7095.83203125,6304.857421875,7058.9169921875,26933099173
2019-05-18,6513.40283203125,6671.1171875,6495.7529296875,6576.51611328125,19128742817
2019-05-19,7342.6376953125,7400.8486328125,6510.49609375,6510.49609375,23200695811
2019-05-20,7142.9404296875,7345.33642578125,6881.7470703125,7341.9521484375,21346880688
2019-05-21,7131.44677734375,7222.896484375,7028.53466796875,7142.63623046875,22502352529
2019-05-22,6884.59619140625,7164.84521484375,6827.57275390625,7125.14599609375,22159129021
2019-05-23,7047.1669921875,7104.40283203125,6765.66943359375,6882.326171875,21867124559
2019-05-24,7128.09033203125,7266.78125,6996.73193359375,7047.81201171875,23130747309
2019-05-25,7185.59912109375,7243.94189453125,7108.99658203125,7132.1181640625,19860622351
2019-05-26,7737.3759765625,7749.451171875,7071.5,7187.974609375,23799417119
2019-05-27,7866.87109375,7958.8720703125,7730.7509765625,7738.14013671875,24969715870
2019-05-28,7808.07177734375,7868.13525390625,7713.4658203125,7864.1728515625,21693389184
2019-05-29,7775.35400390625,7857.7294921875,7596.376953125,7806.8447265625,21076837662
2019-05-30,7473.814453125,8089.7998046875,7387.2744140625,7777.39453125,26273677417
2019-05-31,7660.2880859375,7671.14990234375,7301.193359375,7474.5458984375,22660754298
2019-06-01,7650.9208984375,7705.93896484375,7577.2724609375,7659.69677734375,20090600620
2019-06-02,7824.93896484375,7866.5322265625,7648.43603515625,7652.22265625,18138243074
2019-06-03,7299.265625,7825.91357421875,7296.10546875,7823.85498046875,19565949474
2019-06-04,6849.16357421875,7301.0361328125,6722.4853515625,7301.0361328125,21868330503
2019-06-05,6968.2607421875,7017.31591796875,6821.556640625,6846.11767578125,19380278436
2019-06-06,6936.5703125,7064.05859375,6715.220703125,6964.16552734375,17270085103
2019-06-07,7095.00634765625,7168.85986328125,6908.0771484375,6940.5595703125,16883309532
2019-06-08,7015.779296875,7124.06005859375,6913.0078125,7088.6767578125,14573537200
2019-06-09,6791.208984375,7035.048828125,6696.88525390625,7011.8515625,14672969020
2019-06-10,7068.95556640625,7107.662109375,6701.43505859375,6794.92578125,16513525776
2019-06-11,6997.71435546875,7093.68701171875,6866.02099609375,7072.41357421875,15100424923
2019-06-12,7211.5927734375,7256.76318359375,6937.423828125,6995.70166015625,16851335707
2019-06-13,7296.7138671875,7368.25439453125,7160.82568359375,7212.59521484375,16550429436
2019-06-14,7741.94482421875,7756.90869140625,7257.34375,7296.63427734375,17659848879
2019-06-15,7870.66162109375,7889.1416015625,7674.767578125,7738.30615234375,16359588799
2019-06-16,8017.5517578125,8313.6826171875,7849.45068359375,7873.3916015625,20812547519
2019-06-17,8302.83984375,8390.8193359375,8012.591796875,8012.591796875,13863928895
2019-06-18,8109.80517578125,8327.3916015625,8043.96142578125,8316.3046875,14152087499
2019-06-19,8253.92578125,8276.9970703125,8098.85693359375,8107.4580078125,13837484833
2019-06-20,8435.3291015625,8496.7607421875,8178.4482421875,8253.515625,15801542085
2019-06-21,8909.2841796875,8909.2841796875,8365.234375,8431.8818359375,18112684983
2019-06-22,9398.578125,9798.7490234375,8876.33203125,8936.83203125,26342778750
2019-06-23,9536.26953125,9889.30859375,9263.34375,9394.1865234375,18446693859
2019-06-24,9659.9189453125,9713.69921875,9324.58203125,9533.896484375,16906808632
2019-06-25,10372.4814453125,10372.4814453125,9656.4755859375,9656.4755859375,21886683363
2019-06-26,11443.0380859375,12135.5986328125,10339.5888671875,10361.6298828125,39654073839
2019-06-27,9833.7685546875,11707.2978515625,9228.685546875,11443.8232421875,35154792499
2019-06-28,10903.5634765625,10936.8203125,9605.7158203125,9815.6201171875,30835121525
2019-06-29,10509.8955078125,10897.919921875,10113.5625,10897.791015625,26297177039
2019-06-30,9520.8818359375,10718.986328125,9504.9091796875,10485.8330078125,23990193993
2019-07-01,9376.392578125,9870.4638671875,8938.224609375,9503.080078125,26028695677
2019-07-02,9566.484375,9656.7958984375,8618.6611328125,9381.30859375,27469165572
2019-07-03,10597.43359375,10603.716796875,9581.5,9581.5,27285047218
2019-07-04,9937.9208984375,10636.9140625,9894.57421875,10607.5771484375,22967791101
2019-07-05,9772.9697265625,10166.0693359375,9646.30078125,9927.080078125,21220895891
2019-07-06,9979.533203125,10346.7265625,9776.60546875,9776.60546875,18779283841
2019-07-07,10198.8115234375,10281.1015625,9926.337890625,9987.6044921875,17251232976
2019-07-08,10953.47265625,11008.81640625,10146.7001953125,10195.0263671875,20935727857
2019-07-09,11221.0087890625,11399.4970703125,10905.5126953125,10952.98828125,25137363014
2019-07-10,10797.560546875,11672.978515625,10405.0869140625,11219.99609375,29868414975
2019-07-11,10096.2939453125,10787.060546875,9915.953125,10782.6396484375,25417328757
2019-07-12,10473.7734375,10559.6552734375,9919.6015625,10092.4169921875,20861316438
2019-07-13,10098.28515625,10496.7939453125,9669.3525390625,10471.23828125,18652322461
2019-07-14,9098.8466796875,10150.4267578125,9080.853515625,10088.216796875,19948859649
2019-07-15,9674.6103515625,9811.1650390625,8868.9853515625,9100.42578125,22540500855
2019-07-16,8452.7490234375,9808.359375,8423.4599609375,9675.9990234375,21539536705
2019-07-17,8633.6015625,8879.2646484375,8166.900390625,8447.763671875,21882733799
2019-07-18,9472.1572265625,9552.5908203125,8358.3095703125,8638.2529296875,22366833498
2019-07-19,9378.6708984375,9516.8076171875,9113.3203125,9461.033203125,18459845871
2019-07-20,9589.9677734375,9840.7119140625,9307.90625,9374.2939453125,17997425920
2019-07-21,9448.1376953125,9656.5439453125,9248.76953125,9599.22265625,15270353604
2019-07-22,9229.9296875,9493.1533203125,9058.4033203125,9445.11328125,14576423508
2019-07-23,8877.623046875,9276.841796875,8848.7626953125,9233.1787109375,16007099892
2019-07-24,8806.1748046875,8891.99609375,8625.369140625,8865.9326171875,15615311858
2019-07-25,8892.6767578125,9110.58984375,8742.775390625,8803.634765625,14195091511
2019-07-26,8863.5322265625,8897.0205078125,8715.552734375,8893.830078125,13017151606
2019-07-27,8510.9541015625,9130.25390625,8451.546875,8864.306640625,15102392964
2019-07-28,8582.595703125,8603.1484375,8311.5234375,8523.48046875,12343276122
2019-07-29,8542.986328125,8700.2578125,8520.017578125,8578.3896484375,12377173980
2019-07-30,8610.6533203125,8702.759765625,8472.8125,8545.8427734375,12394968227
2019-07-31,9109.9541015625,9109.9541015625,8669.5869140625,8607.630859375,15022603972
2019-08-01,9386.7412109375,9458.0673828125,8976.669921875,9102.560546875,15493433951
2019-08-02,9454.787109375,9594.1181640625,9350.029296875,9388.884765625,15720946670
2019-08-03,9727.650390625,9840.0615234375,9441.6005859375,9455.779296875,13800528601
2019-08-04,9875.908203125,9913.2958984375,9546.568359375,9727.5654296875,14881938032
2019-08-05,10500.03125,10613.419921875,9867.40234375,9867.40234375,21235471599
2019-08-06,10243.8759765625,10960.326171875,10078.7734375,10503.357421875,21093529993
2019-08-07,10658.732421875,10733.7451171875,10195.099609375,10241.9169921875,19810003942
2019-08-08,10697.322265625,10691.392578125,10330.7177734375,10669.5068359375,17415491000
2019-08-09,10516.3271484375,10699.8173828125,10449.0390625,10685.517578125,16258144339
2019-08-10,10065.18359375,10563.0615234375,10038.4775390625,10515.103515625,16067873849
2019-08-11,10281.453125,10281.453125,9944.4375,10061.3857421875,14074052012
2019-08-12,10148.3310546875,10285.912109375,10119.5263671875,10285.912109375,12167350642
2019-08-13,9749.7529296875,10191.115234375,9686.146484375,10150.45703125,14926859587
2019-08-14,9021.052734375,9743.2353515625,8997.9453125,9742.8896484375,17941077695
2019-08-15,9280.8759765625,9361.32421875,8687.3701171875,9009.01171875,20610279832
2019-08-16,9350.3916015625,9479.05078125,8894.21484375,9288.03515625,18231683056
2019-08-17,9221.87109375,9420.9501953125,9091.140625,9336.31640625,12418143563
2019-08-18,9327.2958984375,9452.5205078125,9120.33984375,9223.0087890625,11720021193
2019-08-19,9849.5556640625,9849.5556640625,9301.2001953125,9331.0087890625,14471326152
2019-08-20,9699.05078125,9876.57421875,9575.6474609375,9849.91796875,13564753835
2019-08-21,9140.3740234375,9731.685546875,8977.408203125,9699.9560546875,17556757969
2019-08-22,9139.0126953125,9231.1650390625,8852.95703125,9145.2275390625,15423303692
2019-08-23,9271.4150390625,9302.12890625,9095.3876953125,9145.3740234375,13920552878
2019-08-24,9042.080078125,9271.74609375,8892.23046875,9271.1298828125,13750984650
2019-08-25,9097.2919921875,9167.404296875,8977.783203125,9042.771484375,12700255536
2019-08-26,9342.1591796875,9435.2451171875,9087.9287109375,9087.9287109375,16609760859
2019-08-27,9184.275390625,9351.583984375,9083.462890625,9344.4638671875,13311459751
2019-08-28,8799.73828125,9274.4755859375,8767.6884765625,9200.77734375,15880872157
2019-08-29,8598.34375,8801.0595703125,8503.275390625,8801.0595703125,15411485578
2019-08-30,8718.021484375,8786.068359375,8532.56640625,8602.54296875,12348578279
2019-08-31,8746.5693359375,8785.21875,8656.7802734375,8717.4453125,10403255190
2019-09-01,8877.6748046875,8913.0986328125,8703.4697265625,8746.5048828125,10412835971
2019-09-02,9436.462890625,9477.7509765625,8869.8388671875,8877.125,15730631502
2019-09-03,9681.0732421875,9785.1220703125,9419.951171875,9435.8701171875,17665184989
2019-09-04,9600.94140625,9755.400390625,9474.7587890625,9678.9326171875,15172537667
2019-09-05,9585.3564453125,9642.0048828125,9525.9716796875,9594.65234375,13188821504
2019-09-06,9302.5458984375,9879.5859375,9332.8623046875,9586.8828125,17553807808
2019-09-07,9452.435546875,9489.6611328125,9298.607421875,9303.111328125,13757572158
2019-09-08,9475.26953125,9522.8828125,9440.462890625,9453.2080078125,12405793930
2019-09-09,9355.65234375,9482.8740234375,9195.49609375,9476.279296875,15928586966
2019-09-10,9155.443359375,9410.892578125,9076.9462890625,9355.4833984375,13491378250
2019-09-11,9241.6259765625,9249.4169921875,9035.23828125,9160.6982421875,14008172465
2019-09-12,9416.1162109375,9437.91796875,9173.3330078125,9240.6943359375,13860393424
2019-09-13,9308.9521484375,9437.0283203125,9231.02734375,9420.7783203125,12677713410
2019-09-14,9306.70703125,9364.287109375,9247.087890625,9295.345703125,12101638742
2019-09-15,9336.203125,9310.314453125,9244.037109375,9305.2841796875,10866163849
2019-09-16,9338.7177734375,9375.892578125,9257.708984375,9336.3193359375,13776332504
2019-09-17,9247.5107421875,9299.40625,9261.8837890625,9344.703125,13819521176
2019-09-18,9246.486328125,9284.7744140625,9219.4580078125,9253.4013671875,14660255693
2019-09-19,9292.9736328125,9332.0869140625,8922.421875,9248.5244140625,18047239238
2019-09-20,9239.4833984375,9311.7998046875,9195.8095703125,9292.88671875,13370761401
2019-09-21,9092.5419921875,9245.341796875,9075.29296875,9241.3046875,12182959742
2019-09-22,9138.951171875,9142.2060546875,9004.3515625,9096.5341796875,11978776314
2019-09-23,8850.279296875,9138.341796875,8824.1435546875,9136.74609375,13776581397
2019-09-24,7826.95703125,8925.556640625,7596.94580078125,8850.27734375,22701120940
2019-09-25,7748.6669921875,7944.51904296875,7568.9755859375,7811.39697265625,19853045710
2019-09-26,7433.7265625,7789.7998046875,7223.49853515625,7749.28466796875,17632812763
2019-09-27,7541.8154296875,7559.7978515625,7271.26220703125,7428.35546875,14997033814
2019-09-28,7537.4013671875,7572.6806640625,7426.27880859375,7541.29296875,12926102470
2019-09-29,7405.60498046875,7551.8369140625,7301.916015625,7537.51318359375,11911044079
2019-09-30,7609.142578125,7626.7021484375,7154.353515625,7405.64208984375,15702454866
2019-10-01,7630.927734375,7768.81103515625,7555.9697265625,7614.5126953125,13998573192
2019-10-02,7657.5341796875,7657.5341796875,7527.44482421875,7631.78369140625,11975466884
2019-10-03,7525.158203125,7674.70068359375,7413.20068359375,7655.46533203125,12452803872
2019-10-04,7473.72314453125,7525.21630859375,7427.626953125,7524.705078125,11967022550
2019-10-05,7424.63134765625,7482.45458984375,7351.4189453125,7477.5576171875,11112578862
2019-10-06,7272.20947265625,7433.6572265625,7246.53369140625,7423.15234375,11981277728
2019-10-07,7515.01123046875,7567.12060546875,7201.98681640625,7273.08740234375,16413971354
2019-10-08,7508.35302734375,7590.02880859375,7471.83349609375,7516.12939453125,14227161316
2019-10-09,7824.07470703125,7859.17578125,7452.04248046875,7509.31787109375,17644697905
2019-10-10,7798.2265625,7829.59130859375,7686.71240234375,7814.5537109375,16001250003
2019-10-11,7538.51318359375,7918.0947265625,7533.46240234375,7797.126953125,17759216752
2019-10-12,7554.5029296875,7625.80810546875,7530.8896484375,7532.994140625,13169334496
2019-10-13,7545.00537109375,7676.47705078125,7500.9033203125,7554.8173828125,12520552918
2019-10-14,7595.3798828125,7607.93115234375,7512.48095703125,7544.84814453125,13741475462
2019-10-15,7435.96826171875,7628.69482421875,7416.80517578125,7594.26611328125,13793224980
2019-10-16,7266.7314453125,7435.1962890625,7210.5361328125,7435.33837890625,14512327589
2019-10-17,7284.2734375,7309.07275390625,7223.97119140625,7266.98974609375,12865415827
2019-10-18,7138.11767578125,7316.3525390625,7101.64306640625,7281.59716796875,14012291755
2019-10-19,7151.86279296875,7236.0791015625,7112.6650390625,7138.6513671875,12352682776
2019-10-20,7370.44384765625,7421.064453125,7116.8388671875,7160.140625,13898334789
2019-10-21,7392.27685546875,7445.89306640625,7348.23486328125,7373.166015625,14229761008
2019-10-22,7259.02490234375,7445.14111328125,7255.71240234375,7391.99072265625,15099414522
2019-10-23,6750.24951171875,7274.65966796875,6708.87109375,7257.25048828125,19710761538
2019-10-24,6748.62109375,6767.16650390625,6689.85302734375,6745.80859375,14651566652
2019-10-25,7816.3427734375,7845.34033203125,6736.0849609375,6746.1123046875,25906522539
2019-10-26,8343.4580078125,9044.6240234375,7818.0166015625,7822.548828125,40157247739
2019-10-27,8617.56640625,8798.814453125,8223.94140625,8340.51171875,29405554029
2019-10-28,8340.048828125,8850.3740234375,8340.048828125,8629.64453125,27885244605
2019-10-29,8483.099609375,8577.390625,8309.724609375,8333.103515625,25578615575
2019-10-30,8253.669921875,8482.3671875,8170.73681640625,8478.3984375,24841122082
2019-10-31,8245.560546875,8403.74609375,8083.826171875,8250.7392578125,23826849281
2019-11-01,8292.35546875,8305.38671875,8179.64794921875,8240.5478515625,21780231051
2019-11-02,8349.8740234375,8397.126953125,8282.0439453125,8291.1728515625,19021882025
2019-11-03,8270.4453125,8399.2041015625,8185.5888671875,8349.9365234375,18924326413
2019-11-04,8458.521484375,8541.1826171875,8229.0908203125,8270.6708984375,23517560013
2019-11-05,8436.5732421875,8501.20703125,8314.5576171875,8458.875,23658103730
2019-11-06,8456.39453125,8507.759765625,8406.0283203125,8435.0712890625,20898606220
2019-11-07,8385.0390625,8464.5966796875,8326.859375,8448.7275390625,20538694387
2019-11-08,7990.45556640625,8392.0146484375,7958.7861328125,8383.0546875,22082304835
2019-11-09,7998.57275390625,8069.3515625,7979.822265625,7994.61962890625,15953099477
2019-11-10,8215.490234375,8260.884765625,7991.8388671875,7997.5810546875,18678081493
2019-11-11,7936.01025390625,8241.0791015625,7888.7724609375,8216.7529296875,18363916828
2019-11-12,8005.5029296875,8040.51416015625,7886.7421875,7937.78955078125,18443301326
2019-11-13,8000.45703125,8023.83447265625,7955.044921875,8002.20751953125,15936634176
2019-11-14,7902.3349609375,8016.62158203125,7886.23095703125,8003.79345703125,17318828985
2019-11-15,7684.1572265625,7924.1845703125,7676.111328125,7900.1689453125,19723343312
2019-11-16,7737.33544921875,7774.64892578125,7667.853515625,7683.41015625,14926199871
2019-11-17,7759.69677734375,7898.70166015625,7692.279296875,7736.16845703125,16887781426
2019-11-18,7504.623046875,7822.41796875,7467.759765625,7756.08251953125,19489736313
2019-11-19,7407.72900390625,7595.3203125,7312.744140625,7500.87353515625,19032283610
2019-11-20,7245.548828125,7439.3642578125,7231.3935546875,7405.44287109375,18742210567
2019-11-21,6906.82958984375,7320.9775390625,6868.49658203125,7242.2783203125,20346346877
2019-11-22,6620.43310546875,6958.341796875,6273.81396484375,6907.5703125,31069217350
2019-11-23,6712.2724609375,6752.61474609375,6488.724609375,6620.05810546875,19062111428
2019-11-24,6394.29296875,6722.05419921875,6377.39306640625,6713.0322265625,27611112896
2019-11-25,6490.00439453125,6647.70361328125,6002.068359375,6387.08935546875,38766044068
2019-11-26,6548.1669921875,6645.9638671875,6443.580078125,6489.119140625,19167694341
2019-11-27,6844.791015625,6927.12451171875,6336.63037109375,6550.443359375,21803443903
2019-11-28,6777.56005859375,7021.9130859375,6769.4609375,6849.47705078125,17300211127
2019-11-29,7043.89501953125,7058.73583984375,6775.44091796875,6780.8486328125,17887987434
2019-11-30,6870.1435546875,7111.9912109375,6821.18212890625,7046.44873046875,15572657481
2019-12-01,6737.85693359375,6871.94580078125,6617.57080078125,6871.94580078125,16989829215
2019-12-02,6610.97900390625,6784.3251953125,6564.7294921875,6737.62451171875,15423272061
2019-12-03,6604.8427734375,6690.27490234375,6528.0009765625,6612.7734375,13351519852
2019-12-04,6543.50341796875,6797.56103515625,6473.701171875,6604.82421875,19547622916
2019-12-05,6707.20068359375,6978.2412109375,6526.3046875,6544.5927734375,16943884751
2019-12-06,6824.45458984375,6824.45458984375,6664.0458984375,6709.23095703125,16371162807
2019-12-07,6832.8115234375,6863.29736328125,6805.20703125,6824.69775390625,13974015959
2019-12-08,6839.6962890625,6903.67724609375,6760.337890625,6828.38134765625,13933669711
2019-12-09,6689.0068359375,6879.57861328125,6657.58349609375,6837.39013671875,16152911546
2019-12-10,6561.18115234375,6708.10205078125,6532.63427734375,6685.60400390625,16451392128
2019-12-11,6483.00341796875,6613.2373046875,6461.85693359375,6560.35009765625,14686713808
2019-12-12,6474.6015625,6529.7802734375,6436.552734375,6482.38525390625,16918822377
2019-12-13,6537.19091796875,6553.0087890625,6475.65380859375,6475.96728515625,15400147686
2019-12-14,6406.7919921875,6572.39794921875,6382.09423828125,6536.48828125,15410302614
2019-12-15,6429.296875,6457.51025390625,6226.67578125,6406.4013671875,15174667036
2019-12-16,6224.84033203125,6432.98291015625,6194.7021484375,6430.52099609375,18149976615
2019-12-17,5954.8154296875,6239.1494140625,5906.77783203125,6223.79443359375,20054517794
2019-12-18,6546.5390625,6590.20849609375,5884.80810546875,5961.25732421875,28641568535
2019-12-19,6475.3427734375,6609.17236328125,6325.94921875,6547.24853515625,23288187561
2019-12-20,6516.82275390625,6552.12548828125,6399.54931640625,6480.55029296875,20432789823
2019-12-21,6491.8544921875,6520.8037109375,6421.05810546875,6518.4267578125,17434503033
2019-12-22,6779.71240234375,6785.5283203125,6470.20654296875,6491.88134765625,20880470519
